"V1" "V2" "V3" "V4" "V5"
"1" 0.0433507687010153 0.0424110570322913 0.0427374538538652 0.0428666807205975 0.0412288806643883
"2" 0.0072348189315368 0.00774861439919945 0.0071436515250322 0.007732776819988 0.00753431447749966
"3" 0.00487123741866893 0.00613166332084168 0.0062551315358446 0.00586793223704151 0.00619166990328671
"4" 0.0132622876640061 0.0108370735977365 0.0110541558546536 0.0115975588220593 0.0107091797933578
"5" 0.0102036525236211 0.0100490034430664 0.010985558405562 0.0107506384342201 0.0101802676282578
"6" 0.00866566427532166 0.00985029761292832 0.00977486393846532 0.00818293854955261 0.00809534599964929
"7" 0.0060883660021972 0.00818219166805258 0.0112904838263836 0.00840072133793744 0.00614244004068552
"8" 0.0161264504406933 0.0171040450751518 0.0187485872368368 0.0191670650417592 0.0179019142285721
"9" 0.0130702042258543 0.00989347881683525 0.0137816921484825 0.0162759799966231 0.0185226660582575
"10" 0.0080355483030643 0.00809291582651784 0.00825739119089346 0.00819302445481638 0.00836718737248743
"11" 0.024564713621306 0.0213330968369538 0.0168260063452184 0.017167804637258 0.0260894985080416
"12" 0.817500008803542 0.75547503691532 0.445798102710545 0.754245118017115 2.13109197009561e-43
"13" 0.0224293261359675 0.024611308989791 0.0254992636693552 0.0251563267136459 0.0231916316858423
"14" 0.0103235090168258 0.00554773043466303 0.00843601523670829 0.0108685327526975 0.0055230021786709
"15" 0.0206609624354804 0.015885900293718 0.017668455735285 0.0224712362796327 0.0232496472488548
"16" 0.0170617332034737 0.0162480148389077 0.0150948239213232 0.0160314374975087 0.0163367313773216
"17" 0.0291495868049252 0.030402675809339 0.0299355094708232 0.0231941078535365 0.0274755989896513
"18" 0.0103210303694297 0.0103241636835625 0.011323059819636 0.0110838266462183 0.0105811318559014
"19" 0.0133933071378839 0.0140455951600136 0.0136892698598708 0.0110804088710345 0.011459160887021
"20" 0.0104955972358599 0.00984792336806377 0.0131552259411384 0.0141864442607922 0.0118942156332065
"21" 0.00695133560675602 0.00610400342112646 0.0051764701267981 0.00744879477883592 0.00760051290504734
"22" 0.0372607975577826 0.0589400629325576 0.0488466477981696 0.0130365379691104 0.0487160660515063
"23" 0.0133327588220755 0.0127265785287019 0.0134710784969233 0.01371966624395 0.012644519335365
"24" 0.0099417179498953 0.00618592439024287 0.00635203588154939 0.00791153328985786 0.00878188721983702
"25" 0.00362530749523557 0.00658204709717873 0.0101559220882137 0.0038166836807123 0.0106793298029492
"26" 0.0101117698499712 0.00944782714466431 0.00976843559358597 0.00932848141674724 0.0098680320105171
"27" 0.0103632571898995 0.0104045555471561 0.0107962779082618 0.0102365815157598 0.0103959564599904
"28" 0.00601371675998073 0.00503166328863188 0.00878079510332715 0.00535663825954596 0.00525538448416344
"29" 0.00734422738155092 0.00786516521619548 0.00783112193511994 0.00790902017762654 0.00727539419163838
"30" 0.00757701543124505 0.00804396804221694 0.00835776052384993 0.00716945364542309 0.00845478845814148
"31" 0.0123124346894079 0.012110037322284 0.0149006156578498 0.00485364099604823 0.0223615177381347
"32" 0.0111448612634349 0.0187468118946091 0.022105188295746 0.00930783176671719 0.0221196694532758
"33" 0.00868952017932698 0.00819738715243958 0.00846928354740604 0.00806334495465584 0.0081718650644675
"34" 0.0561836754512624 0.0561557433463412 0.0501500163411272 0.0531488492047544 0.0519461816452621
"35" 0.00720587085452428 0.00733291407693897 0.00693400939394991 0.00773032460711472 0.010090461520276
"36" 0.0162258273699433 0.015892858021697 0.0161507738464995 0.0160630802359126 0.0163496095089378
"37" 0.00887669488920524 0.00832975506252183 0.00777592625164319 0.00840984031695884 0.00878447902194438
"38" 0.014079864335898 0.0154405097889474 0.0143995973879882 0.0150412651266083 0.0143831938234481
"39" 0.00930635407551523 0.00805317524678349 0.00852126382931257 0.00816083206247163 0.00798884393622469
"40" 0.0114317099894422 0.011725530846417 0.0126938301695686 0.012047231811118 0.0112141999376407
"41" 0.158647121289465 0.155108207193452 0.151260240398866 0.161616003656879 0.157666290465838
"42" 0.0265065147517125 0.0260282839670181 0.0327904591921428 0.0315704709763309 0.0279799175522452
"43" 0.0118629911033465 0.0107529571834948 0.0107779666861681 0.00993973009663064 0.0116624211065775
"44" 0.0250292950021043 0.0248445417632294 0.022439546320907 0.0240853181106671 0.0212589844325071
"45" 0.0140228768322827 0.0111706301013775 0.0138140071077059 0.00981125887533457 0.00916023653508848
"46" 0.00561441952790126 0.00479909133328989 0.00679977990783936 0.00573502804075509 0.00699374431753664
"47" 0.00446968161449813 0.00750354872580991 0.00936561659583195 0.00718687685888674 0.00554927110298489
"48" 0.0135062093813432 0.0129107183934166 0.0187890720112802 0.00974392981903611 0.0131630224319254
"49" 0.0158622692613993 0.0149391166980621 0.0148289765271126 0.0148144100093561 0.0136963532715591
"50" 0.00803648878908067 0.00734781732674963 0.00654135532876406 0.007937776406607 0.0087931047673924
"51" 0.0786564513593167 0.0905278014465484 0.100035340111748 0.0944300082682524 0.0962765346355674
"52" 0.0228607078969426 0.0241099376838357 0.0225507762294171 0.0236367467628786 0.0214816775029344
"53" 0.0116432257326749 0.0136774203058795 0.00911294520444873 0.00791202928006005 0.00982089616433817
"54" 0.0123074714927649 0.0143866340136763 0.0196498243858087 0.020006741005914 0.0100141868675933
"55" 0.00525010310213771 0.0056555658626388 0.0057236667128751 0.00576271929238581 0.0051305443285205
"56" 0.0133792368399183 0.0108338773972043 0.0128203844024077 0.00778557524641845 0.0103049911743988
"57" 0.00600094139599967 0.00521957084504121 0.0085053702343991 0.0046850312100749 0.00600376796271836
"58" 0.0494707357031577 0.078855287168959 0.0712828748391765 0.0761476618923551 0.0375707961816102
"59" 9.04690799631935e-10 3.38922190757642e-13 0.252222565263995 0.022767098412204 7.24434092279723e-23
"60" 0.0082327373638314 0.00812798174145718 0.0081782087379695 0.0080719789875357 0.00826883984910723
"61" 0.00922066417177383 0.00905861894127529 0.00898427959484985 0.0101655412069455 0.0110322143101847
