"V1" "V2" "V3" "V4" "V5"
"1" 0.995291576863774 0.99631478517668 0.996007804748287 0.995874307850333 0.996977968605998
"2" 0.998746499908809 0.998975490418654 0.998643676548328 0.998952273591374 0.999115058660252
"3" 0.996009234574945 0.997402234690773 0.997643712316631 0.997218655312151 0.997562778081298
"4" 0.995883793034589 0.997025349731283 0.997252877395504 0.997711172831344 0.996837490101506
"5" 0.998543696216962 0.998402705011419 0.99821780182274 0.998514458783277 0.998521356793493
"6" 0.997909900414226 0.997462890484796 0.997450793008023 0.997358504619373 0.997188810580624
"7" 0.992503472903316 0.994924114129397 0.992950580728716 0.995292941057592 0.992542493773899
"8" 0.99587210677974 0.997122907884497 0.995896911592132 0.995395348963093 0.996924333229065
"9" 0.992913432238046 0.989444458176796 0.993805099808113 0.992123914919774 0.989404457898961
"10" 0.999258706398085 0.999317351528616 0.999432992254041 0.999447347925759 0.999301798637114
"11" 0.987956822110799 0.991827789583653 0.988409505674281 0.98884305939479 0.986162286568508
"12" 0.189040059073019 0.252787083270153 0.439520706740446 0.252060603617529 0
"13" 0.995758483623806 0.995799841180692 0.994755883725499 0.995116040286225 0.996648431228823
"14" 0.994047552183823 0.991017456316932 0.994491803599747 0.993463538441401 0.990952663179106
"15" 0.993237464400743 0.99097562841117 0.992755859538737 0.991196209546607 0.990189215549579
"16" 0.996923020934552 0.997831614882712 0.997282342239248 0.998164511910503 0.997746997976939
"17" 0.991793027153003 0.990563303998567 0.991079202176806 0.990886768782402 0.993871307172638
"18" 0.99839489545596 0.998438125600744 0.998153143678075 0.998440972500664 0.998700628624441
"19" 0.996594879421117 0.995963072918861 0.996311229432541 0.995866360484072 0.996244955928494
"20" 0.994890333311041 0.994285450571574 0.995291170223635 0.994164117119184 0.996561839638214
"21" 0.996641282496224 0.99569563440729 0.994591052113101 0.997132748255124 0.996840303394071
"22" 0.971948534523889 0.949330088005603 0.960735849387518 0.947556280482011 0.960434748557276
"23" 0.998524698355058 0.998411254909634 0.998292306975136 0.998063580748155 0.998248906342641
"24" 0.995120699857808 0.994521374203278 0.994684520007152 0.996341124651415 0.99636321610921
"25" 0.980248291901044 0.983714329882869 0.988534270490178 0.98048225122182 0.989217415465627
"26" 0.998605172122286 0.998754079599628 0.999017957895357 0.998585561351597 0.998897026956611
"27" 0.999305328502892 0.999321294044216 0.998920272157179 0.999154950209056 0.999303303763253
"28" 0.994269401465763 0.993008241972309 0.994428634629681 0.993437050642703 0.99333109981966
"29" 0.998678295119175 0.998997277401018 0.998996512021564 0.998902774641153 0.998598436878695
"30" 0.998172266928538 0.998569064074844 0.998373950643849 0.997684072468547 0.998252594181759
"31" 0.982146427988527 0.98143160456363 0.985028604987723 0.973162085206959 0.978809663473519
"32" 0.98560817535842 0.989613466464489 0.985486055742311 0.983470631200723 0.985424343991414
"33" 0.99879337528119 0.998901667920543 0.999045210923116 0.998729080546673 0.998876890038483
"34" 0.987448638368715 0.987456719706062 0.991874145523189 0.991122294127927 0.992664761211742
"35" 0.995979367646764 0.996110928073396 0.995634018947204 0.996576781137399 0.995312105724057
"36" 0.999024250822998 0.999183949835529 0.999122790699763 0.999223095817605 0.998882959383264
"37" 0.998439098750578 0.998679601911494 0.998013566984382 0.998726178678496 0.998509253222191
"38" 0.998149756581417 0.997598483115666 0.998510920400356 0.997994154046027 0.998497397454117
"39" 0.99780595111366 0.998109286830538 0.998667377384605 0.998162708913333 0.998026060495683
"40" 0.998185547775596 0.998535260502534 0.99751767818763 0.998275418262294 0.997910312709709
"41" 0.971623936542659 0.975786741281758 0.981499175764639 0.967601693383744 0.972925392426196
"42" 0.992075976214933 0.991700516782028 0.987843205059571 0.989312169840469 0.993675242992329
"43" 0.997257272529017 0.998111578083003 0.998136065003704 0.997148263537464 0.997512471270616
"44" 0.994082599875649 0.994243622464748 0.996216496039566 0.995194765239545 0.994812749140492
"45" 0.993407815880617 0.995414648096293 0.99364168791188 0.993849365531456 0.993090469402374
"46" 0.995442480215073 0.994444753760525 0.996918652069334 0.995550792898043 0.996963064342766
"47" 0.989825891696583 0.993362011371941 0.993676688674582 0.993155472890184 0.991112646256797
"48" 0.993293387714785 0.992333999813018 0.988288031141357 0.988860865850881 0.992779334362299
"49" 0.99691358829004 0.997931646812592 0.998078552902124 0.998164879320421 0.997256257344283
"50" 0.997957488052838 0.99722529055844 0.996257259215951 0.997862255196814 0.997022916388169
"51" 0.972611499855223 0.97328665112671 0.961363721224933 0.96811349996599 0.966111390088736
"52" 0.997030163374017 0.995522089287663 0.997406997298225 0.996059055389673 0.996450134782506
"53" 0.994940277766572 0.992901754582911 0.994079645089523 0.992771569207329 0.994961103305575
"54" 0.988930860649752 0.991485850953912 0.987461914950323 0.987088164753637 0.986236514951193
"55" 0.998136781272221 0.99857431309763 0.998728640280274 0.998758295712373 0.998006026550875
"56" 0.993002706970706 0.994862266592065 0.993718758477894 0.991412758194451 0.994367214141185
"57" 0.995016136022306 0.993959299581236 0.99485084716182 0.99339092855651 0.994987816251793
"58" 0.962783974921382 0.941708499326542 0.951090122059975 0.944795731985001 0.948367716487171
"59" 1.33214217434841e-09 4.28213020597923e-13 0.288793835200307 0.0233915569027308 0
"60" 0.999464729116178 0.99939554358419 0.999457118629791 0.99933284349384 0.999426817857705
"61" 0.997395985893997 0.997243277186852 0.99711909712566 0.997733269490878 0.996691027529944
"62" 0.998437334288523 0.998851462894129 0.998425515161989 0.99827114156496 0.998508483389262
"63" 0.99427210630308 0.996229223049831 0.994699858874076 0.994371619295536 0.994396195399647
"64" 0.996439647511501 0.997669514418757 0.997497685417012 0.99669626393512 0.996475045207934
"65" 0.999179159991789 0.999094587540117 0.998900362435152 0.999111832806238 0.999185353882383
"66" 0.99063836832332 0.99162428053702 0.993734460078502 0.99157891132704 0.993692186072143
