"V1" "V2" "V3" "V4" "V5"
"1" 0.00446380474518149 0.00540351641390544 0.00507711959233155 0.00494789272559929 0.00658569278180845
"2" 0.0140343996888698 0.0135206042212072 0.0141255670953744 0.0135364418004186 0.0137349041429069
"3" 0.0315715248914364 0.0303110989892636 0.0301876307742607 0.0305748300730638 0.0302510924068186
"4" 0.00905759402192571 0.0114828080881953 0.0112657258312782 0.0107223228638725 0.0116107018925741
"5" 0.0111284442122798 0.0112830932928345 0.0103465383303389 0.0105814583016808 0.011151829107643
"6" 0.0134010043067641 0.0122163709691575 0.0122918046436205 0.0138837300325332 0.0139713225824365
"7" 0.0256601276164374 0.023566301950582 0.020458009792251 0.0233477722806972 0.0256060535779491
"8" 0.00967526130259469 0.0086976666681362 0.00705312450645124 0.00663464670152883 0.00789979751471588
"9" 0.0147871101680061 0.0179638355770252 0.0140756222453779 0.0115813343972373 0.00933464833560297
"10" 0.0110105851986872 0.0109532176752337 0.0107887423108581 0.0108531090469351 0.0106789461292641
"11" 0.00816959985465712 0.0114012166390093 0.0159083071307447 0.0155665088387051 0.00664481496792157
"12" 0.182499991196458 0.24452496308468 0.554201897289455 0.245754881982885 1
"13" 0.0088907002955508 0.00670871744172726 0.00582076276216306 0.00616369971787236 0.00812839474567595
"14" 0.0266335056850176 0.0314092842671804 0.0285209994651351 0.0260884819491459 0.0314340125231725
"15" 0.00994765560991471 0.0147227177516771 0.0129401623101102 0.00813738176576241 0.00735897079654033
"16" 0.00709543809063593 0.00790915645520192 0.00906234737278644 0.00812573379660092 0.00782043991678804
"17" 0.00730084457323094 0.00604775556881713 0.00651492190733289 0.0132563235246196 0.00897483238850477
"18" 0.0100760405477678 0.0100729072336351 0.00907401109756155 0.00931324427097928 0.00981593906129617
"19" 0.00939038869564274 0.00873810067351308 0.00909442597365593 0.0117032869624921 0.0113245349465057
"20" 0.014263862042766 0.0149115359105621 0.0116042333374875 0.0105730150178337 0.0128652436454194
"21" 0.0283878648019538 0.0292351969875834 0.0301627302819117 0.0278904056298739 0.0277386875036625
"22" 0.0310033159345056 0.00932405055973064 0.0194174656941187 0.0552275755231778 0.0195480474407819
"23" 0.00881401666114048 0.00942019695451407 0.00867569698629269 0.00842710923926595 0.009502256147851
"24" 0.0174386288831282 0.0211944224427807 0.0210283109514742 0.0194688135431657 0.0185984596131865
