0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.10355	0	0	0	0	0	0	0	0	0	0.490231	0	0	0	0	0	0
0	0	1.13749	0	1.54823	0	0	0	0	-0.476068	0	0	-0.989547	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.0864767	0	0	-0.637028	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-4.64768	0	0	-1.11478	0	0	0
0	0	0	-2.056	0	0	0	0	0	0	0	-2.35588	0	0	0	0	0	0	0	0
0	0	-1.52631	0	0	0	0	0	0	0	0	0	0	-0.849556	0	0	-0.891637	0	0	0
0	0	0	0	0	0	0	0	-2.66667	0	0	0	0	0	0	0	0	-2.06701	0	0
0	0	-0.0720522	0	0	0	-2.7296	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1.71512	0	0	0	0	0	0	0	0	0	0	-3.25711	0	1.41159	0	0	0	0	0
-3.47229	0	0	0	0.773968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.69488	-0.00907527	0	0	0	0	0	0	0	0	0	2.7618	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1.09257	-0.504234	0	0	0	0	0	4.35354	0	0
0	0.0485747	-1.21103	0	0	0	0	0	0	0	0	0	0	-0.903803	0	0	0	0	0	0
0	0	0.114731	-0.0576923	3.2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.10576	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.70739	0
0	0	0	0	1.70475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3.70249	0	0	0	0	0	0	0	0
0.692109	0	0	0	-2.50853	0	0	0	0	0	0	0	2.44875	0	0	0	0	0	0	0
0	0	0	-0.0533471	0	2.25083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433757
0	0	0	0	0	0	0.327863	0	0	0	0	0	0.0402768	0	0	0	0	0	0	0
-0.0245484	0.00400971	0	0.0545972	2.05527	0	0	0.0198138	0	0	2.86485	0	0	0	-0.00381689	0	0.0130041	0	0.0234648	-0.072371
